table_index,name,c_entry,source_file,offset,sexptype,eval,arity,kernel,evaluation_policy,argument_policy,coercion_policy,vector_policy,index_policy,attribute_policy,dispatch_policy,effect_policy,replacement_policy,attribute_operation,matrix_operation
361,.Fortran,do_dotCode,src/main/dotcode.c,1,BUILTINSXP,1,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
362,.External,do_External,src/main/dotcode.c,0,BUILTINSXP,1,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
363,.External2,do_External,src/main/dotcode.c,1,BUILTINSXP,201,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
364,.Call,do_dotcall,src/main/dotcode.c,0,BUILTINSXP,1,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
365,.External.graphics,do_Externalgr,src/main/dotcode.c,0,BUILTINSXP,1,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
366,.Call.graphics,do_dotcallgr,src/main/dotcode.c,0,BUILTINSXP,1,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
367,eapply,do_eapply,src/main/envir.c,0,SPECIALSXP,10,4,language,special,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
368,lapply,do_lapply,src/main/apply.c,0,SPECIALSXP,10,2,language,special,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
369,vapply,do_vapply,src/main/apply.c,0,SPECIALSXP,10,4,language,special,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
370,mapply,do_mapply,src/main/mapply.c,0,BUILTINSXP,11,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
371,Version,do_version,src/main/version.c,0,BUILTINSXP,11,0,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
372,machine,do_machine,src/gnuwin32/sys-win32.c,0,BUILTINSXP,11,0,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
373,commandArgs,do_commandArgs,src/main/CommandLineArgs.c,0,BUILTINSXP,11,0,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
374,internalsID,do_internalsID,src/main/version.c,0,BUILTINSXP,11,0,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
375,system,do_system,src/gnuwin32/sys-win32.c,0,BUILTINSXP,211,7,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
376,system,do_system,src/gnuwin32/sys-win32.c,0,BUILTINSXP,211,4,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
377,shell.exec,do_shellexec,src/gnuwin32/extra.c,0,BUILTINSXP,111,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
378,Sys.which,do_syswhich,src/gnuwin32/run.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
379,mkjunction,do_mkjunction,src/main/platform.c,0,BUILTINSXP,11,2,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
380,tzone_name,do_tzone_name,src/gnuwin32/extra.c,0,BUILTINSXP,11,0,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
381,parse,do_parse,src/main/coerce.c,0,BUILTINSXP,11,6,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
382,parse_Rd,do_parseRd,,0,BUILTINSXP,11,7,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
383,deparseRd,do_deparseRd,,0,BUILTINSXP,11,2,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
384,parseLatex,do_parseLatex,,0,BUILTINSXP,11,5,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
385,save,do_save,src/main/saveload.c,0,BUILTINSXP,111,6,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
386,saveToConn,do_saveToConn,src/main/saveload.c,0,BUILTINSXP,111,6,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
387,load,do_load,src/main/saveload.c,0,BUILTINSXP,111,2,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
388,loadFromConn2,do_loadFromConn2,src/main/saveload.c,0,BUILTINSXP,111,3,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
389,loadInfoFromConn2,do_loadFromConn2,src/main/saveload.c,1,BUILTINSXP,11,1,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
390,serializeToConn,do_serializeToConn,src/main/serialize.c,0,BUILTINSXP,111,5,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
391,unserializeFromConn,do_unserializeFromConn,src/main/serialize.c,0,BUILTINSXP,11,2,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
392,serializeInfoFromConn,do_unserializeFromConn,src/main/serialize.c,1,BUILTINSXP,11,1,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
393,deparse,do_deparse,src/main/deparse.c,0,BUILTINSXP,11,5,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
394,dput,do_dput,src/main/deparse.c,0,BUILTINSXP,111,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
395,dump,do_dump,src/main/deparse.c,0,BUILTINSXP,111,5,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
396,quit,do_quit,src/main/main.c,0,BUILTINSXP,111,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
397,readline,do_readln,src/main/scan.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
398,print.default,do_printdefault,src/main/print.c,0,BUILTINSXP,111,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
399,prmatrix,do_prmatrix,src/main/print.c,0,BUILTINSXP,111,6,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,array-runtime
400,gc,do_gc,src/main/memory.c,0,BUILTINSXP,11,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
401,gcinfo,do_gcinfo,src/main/memory.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
402,gctorture,do_gctorture,src/main/memory.c,0,BUILTINSXP,111,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
403,gctorture2,do_gctorture2,src/main/memory.c,0,BUILTINSXP,11,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
404,memory.profile,do_memoryprofile,src/main/memory.c,0,BUILTINSXP,11,0,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
405,mem.maxVSize,do_maxVSize,src/main/memory.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
406,mem.maxNSize,do_maxNSize,src/main/memory.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
407,split,do_split,src/main/split.c,0,BUILTINSXP,11,2,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
408,is.loaded,do_isloaded,src/main/dotcode.c,0,BUILTINSXP,11,-1,serialization,eager,variadic,identity,scalar,none,graph,none,external-io,none,none,none
409,recordGraphics,do_recordGraphics,src/main/engine.c,0,BUILTINSXP,211,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
410,dyn.load,do_dynload,src/main/Rdynload.c,0,BUILTINSXP,111,4,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
411,dyn.unload,do_dynunload,src/main/Rdynload.c,0,BUILTINSXP,111,1,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
412,ls,do_ls,src/main/envir.c,1,BUILTINSXP,11,3,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
413,typeof,do_typeof,src/main/coerce.c,1,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
414,eval,do_eval,src/main/eval.c,0,BUILTINSXP,211,3,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
415,Exec,do_tailcall,src/main/eval.c,0,SPECIALSXP,200,-1,language,special,variadic,identity,scalar,none,drop,none,control-or-environment,none,none,none
416,Tailcall,do_tailcall,src/main/eval.c,1,SPECIALSXP,200,-1,language,special,variadic,identity,scalar,none,drop,none,control-or-environment,none,none,none
417,returnValue,do_returnValue,src/main/eval.c,0,BUILTINSXP,11,1,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
418,sys.parent,do_sys,src/main/context.c,1,BUILTINSXP,11,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
419,sys.call,do_sys,src/main/context.c,2,BUILTINSXP,11,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
420,sys.frame,do_sys,src/main/context.c,3,BUILTINSXP,11,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
421,sys.nframe,do_sys,src/main/context.c,4,BUILTINSXP,11,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
422,sys.calls,do_sys,src/main/context.c,5,BUILTINSXP,11,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
423,sys.frames,do_sys,src/main/context.c,6,BUILTINSXP,11,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
424,sys.on.exit,do_sys,src/main/context.c,7,BUILTINSXP,11,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
425,sys.parents,do_sys,src/main/context.c,8,BUILTINSXP,11,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
426,sys.function,do_sys,src/main/context.c,9,BUILTINSXP,11,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
427,traceback,do_traceback,src/main/errors.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
428,browserText,do_sysbrowser,src/main/context.c,1,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
429,browserCondition,do_sysbrowser,src/main/context.c,2,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
430,browserSetDebug,do_sysbrowser,src/main/context.c,3,BUILTINSXP,111,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
431,parent.frame,do_parentframe,src/main/context.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
432,sort,do_sort,src/main/sort.c,1,BUILTINSXP,11,2,ordering,eager,fixed,identity,order,none,drop,none,pure,none,none,none
433,is.unsorted,do_isunsorted,src/main/sort.c,0,BUILTINSXP,11,3,ordering,eager,fixed,identity,order,none,drop,none,pure,none,none,none
434,sorted_fpass,do_sorted_fpass,src/main/sort.c,0,BUILTINSXP,11,3,ordering,eager,fixed,identity,order,none,drop,none,pure,none,none,none
435,psort,do_psort,src/main/sort.c,0,BUILTINSXP,11,2,ordering,eager,fixed,identity,order,none,drop,none,pure,none,none,none
436,qsort,do_qsort,src/main/qsort.c,0,BUILTINSXP,11,2,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
437,radixsort,do_radixsort,src/main/radixsort.c,0,BUILTINSXP,11,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
438,order,do_order,src/main/sort.c,0,BUILTINSXP,11,-1,ordering,eager,variadic,identity,order,none,drop,none,pure,none,none,none
439,rank,do_rank,src/main/sort.c,0,BUILTINSXP,11,3,ordering,eager,fixed,identity,order,none,drop,none,pure,none,none,none
440,scan,do_scan,src/main/scan.c,0,BUILTINSXP,11,19,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
441,t.default,do_transpose,src/main/array.c,0,BUILTINSXP,11,1,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,transpose
442,aperm,do_aperm,src/main/array.c,0,BUILTINSXP,11,3,matrix,eager,fixed,identity,scalar,dimensions,dimensions,none,pure,none,none,array-runtime
443,builtins,do_builtins,src/main/envir.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
444,args,do_args,src/main/builtin.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
445,formals,do_formals,src/main/builtin.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
446,body,do_body,src/main/builtin.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
447,bodyCode,do_bodyCode,src/main/builtin.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
448,environment,do_envir,src/main/builtin.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
449,environmentName,do_envirName,src/main/builtin.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
450,env2list,do_env2list,src/main/envir.c,0,BUILTINSXP,11,3,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
451,reg.finalizer,do_regFinaliz,src/main/memory.c,0,BUILTINSXP,11,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
452,options,do_options,src/main/options.c,0,BUILTINSXP,211,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
453,getOption,do_getOption,src/main/options.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
454,sink,do_sink,src/main/connections.c,0,BUILTINSXP,111,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
455,sink.number,do_sinknumber,src/main/connections.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
456,rapply,do_rapply,src/main/apply.c,0,BUILTINSXP,11,5,iteration,eager,fixed,identity,map,none,drop,none,pure,none,none,none
457,islistfactor,do_islistfactor,src/main/apply.c,0,BUILTINSXP,11,2,iteration,eager,fixed,identity,map,none,drop,none,pure,none,none,none
458,colSums,do_colsum,src/main/array.c,0,BUILTINSXP,11,4,reduction,eager,fixed,common-numeric,reduce,none,summary,summary-group,pure,none,none,none
459,colMeans,do_colsum,src/main/array.c,1,BUILTINSXP,11,4,reduction,eager,fixed,common-numeric,reduce,none,summary,summary-group,pure,none,none,none
460,rowSums,do_colsum,src/main/array.c,2,BUILTINSXP,11,4,reduction,eager,fixed,common-numeric,reduce,none,summary,summary-group,pure,none,none,none
461,rowMeans,do_colsum,src/main/array.c,3,BUILTINSXP,11,4,reduction,eager,fixed,common-numeric,reduce,none,summary,summary-group,pure,none,none,none
462,tracemem,do_tracemem,src/main/debug.c,0,BUILTINSXP,1,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
463,retracemem,do_retracemem,src/main/debug.c,0,BUILTINSXP,201,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
464,untracemem,do_untracemem,src/main/debug.c,0,BUILTINSXP,101,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
465,inspect,do_inspect,src/main/inspect.c,0,BUILTINSXP,111,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
466,address,do_address,src/main/inspect.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
467,named,do_named,src/main/inspect.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
468,refcnt,do_refcnt,src/main/inspect.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
469,merge,do_merge,src/main/util.c,0,BUILTINSXP,11,4,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
470,capabilities,do_capabilities,src/main/platform.c,0,BUILTINSXP,11,0,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
471,capabilitiesX11,do_capabilitiesX11,src/main/platform.c,0,BUILTINSXP,11,0,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
472,new.env,do_newenv,src/main/builtin.c,0,BUILTINSXP,11,3,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
473,parent.env,do_parentenv,src/main/builtin.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
474,parent.env<-,do_parentenvgets,src/main/builtin.c,0,BUILTINSXP,11,2,replacement,eager,fixed,identity,scalar,none,replace,methods,environment,parent-environment,none,none
475,topenv,do_topenv,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
476,l10n_info,do_l10n_info,src/main/platform.c,0,BUILTINSXP,11,0,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
477,Cstack_info,do_Cstack_info,src/main/platform.c,0,BUILTINSXP,11,0,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
478,mmap_file,do_mmap_file,src/main/altclasses.c,0,BUILTINSXP,11,-1,io,eager,variadic,identity,scalar,none,drop,none,external-io,none,none,none
479,munmap_file,do_munmap_file,src/main/altclasses.c,0,BUILTINSXP,111,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
480,wrap_meta,do_wrap_meta,src/main/altclasses.c,0,BUILTINSXP,11,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
481,tryWrap,do_tryWrap,src/main/altclasses.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
482,altrep_class,do_altrep_class,src/main/altrep.c,0,BUILTINSXP,11,1,attribute,eager,fixed,identity,scalar,none,central,object,pure,none,none,none
483,file.show,do_fileshow,src/main/platform.c,0,BUILTINSXP,111,5,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
484,file.create,do_filecreate,src/main/platform.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
485,file.remove,do_fileremove,src/main/platform.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
486,file.rename,do_filerename,src/main/platform.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
487,file.append,do_fileappend,src/main/platform.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
488,file.symlink,do_filesymlink,src/main/platform.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
489,file.link,do_filelink,src/main/platform.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
490,file.copy,do_filecopy,src/main/platform.c,0,BUILTINSXP,11,6,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
491,list.files,do_listfiles,src/main/platform.c,0,BUILTINSXP,11,9,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
492,list.dirs,do_listdirs,src/main/platform.c,0,BUILTINSXP,11,3,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
493,file.exists,do_fileexists,src/main/platform.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
494,file.choose,do_filechoose,src/gnuwin32/extra.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
495,file.info,do_fileinfo,src/main/platform.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
496,file.access,do_fileaccess,src/main/platform.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
497,dir.exists,do_direxists,src/main/platform.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
498,dir.create,do_dircreate,src/main/platform.c,0,BUILTINSXP,111,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
499,tempfile,do_tempfile,src/main/sysutils.c,0,BUILTINSXP,11,3,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
500,tempdir,do_tempdir,src/main/sysutils.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
501,R.home,do_Rhome,src/main/platform.c,0,BUILTINSXP,11,0,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
502,date,do_date,src/main/platform.c,0,BUILTINSXP,11,0,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
503,Sys.getenv,do_getenv,src/main/sysutils.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
504,Sys.setenv,do_setenv,src/main/sysutils.c,0,BUILTINSXP,111,2,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
505,Sys.unsetenv,do_unsetenv,src/main/sysutils.c,0,BUILTINSXP,111,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
506,getwd,do_getwd,src/main/util.c,0,BUILTINSXP,11,0,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
507,setwd,do_setwd,src/main/util.c,0,BUILTINSXP,111,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
508,basename,do_basename,src/main/util.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
509,dirname,do_dirname,src/main/util.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
510,Sys.chmod,do_syschmod,src/main/platform.c,0,BUILTINSXP,111,3,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
511,Sys.umask,do_sysumask,src/main/platform.c,0,BUILTINSXP,211,1,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
512,Sys.readlink,do_readlink,src/main/platform.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
513,Sys.info,do_sysinfo,src/gnuwin32/extra.c,0,BUILTINSXP,11,0,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
514,Sys.sleep,do_syssleep,src/main/platform.c,0,BUILTINSXP,111,1,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
515,Sys.getlocale,do_getlocale,src/main/platform.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
516,Sys.setlocale,do_setlocale,src/main/platform.c,0,BUILTINSXP,11,2,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
517,Sys.localeconv,do_localeconv,src/main/platform.c,0,BUILTINSXP,11,0,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
518,path.expand,do_pathexpand,src/main/platform.c,0,BUILTINSXP,11,1,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
519,Sys.getpid,do_sysgetpid,src/main/platform.c,0,BUILTINSXP,11,0,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
520,normalizePath,do_normalizepath,src/gnuwin32/extra.c,0,BUILTINSXP,11,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
521,Sys.glob,do_glob,src/main/sysutils.c,0,BUILTINSXP,11,2,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
522,unlink,do_unlink,src/main/platform.c,0,BUILTINSXP,111,4,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
523,polyroot,do_polyroot,src/main/complex.c,0,BUILTINSXP,11,1,numeric-complex,eager,fixed,complex,elementwise-recycle,none,drop,none,pure,none,none,none
524,inherits,do_inherits,src/main/objects.c,0,BUILTINSXP,11,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
525,UseMethod,do_usemethod,src/main/objects.c,0,SPECIALSXP,200,-1,language,special,variadic,identity,scalar,none,drop,none,control-or-environment,none,none,none
526,NextMethod,do_nextmethod,src/main/objects.c,0,SPECIALSXP,210,-1,language,special,variadic,identity,scalar,none,drop,none,control-or-environment,none,none,none
527,standardGeneric,do_standardGeneric,src/main/objects.c,0,BUILTINSXP,201,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
528,Sys.time,do_systime,src/main/times.c,0,BUILTINSXP,11,0,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
529,as.POSIXct,do_asPOSIXct,src/main/datetime.c,0,BUILTINSXP,11,2,datetime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
530,as.POSIXlt,do_asPOSIXlt,src/main/datetime.c,0,BUILTINSXP,11,2,datetime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
531,format.POSIXlt,do_formatPOSIXlt,src/main/datetime.c,0,BUILTINSXP,11,4,datetime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
532,strptime,do_strptime,src/main/datetime.c,0,BUILTINSXP,11,3,character,eager,fixed,character,elementwise-recycle,none,drop,none,pure,none,none,none
533,Date2POSIXlt,do_D2POSIXlt,src/main/datetime.c,0,BUILTINSXP,11,2,datetime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
534,POSIXlt2Date,do_POSIXlt2D,src/main/datetime.c,0,BUILTINSXP,11,1,datetime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
535,balancePOSIXlt,do_balancePOSIXlt,src/main/datetime.c,0,BUILTINSXP,11,3,datetime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
536,unCfillPOSIXlt,do_balancePOSIXlt,src/main/datetime.c,1,BUILTINSXP,1,1,datetime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
537,compareNumericVersion,do_compareNumericVersion,src/main/util.c,0,BUILTINSXP,11,2,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
538,mkCode,do_mkcode,src/main/eval.c,0,BUILTINSXP,11,2,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
539,bcClose,do_bcclose,src/main/eval.c,0,BUILTINSXP,11,3,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
540,is.builtin.internal,do_is_builtin_internal,src/main/eval.c,0,BUILTINSXP,11,1,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
541,disassemble,do_disassemble,src/main/eval.c,0,BUILTINSXP,11,1,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
542,bcVersion,do_bcversion,src/main/eval.c,0,BUILTINSXP,11,0,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
543,load.from.file,do_loadfile,src/main/saveload.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
544,save.to.file,do_savefile,src/main/saveload.c,0,BUILTINSXP,11,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
545,growconst,do_growconst,src/main/eval.c,0,BUILTINSXP,11,1,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
546,putconst,do_putconst,src/main/eval.c,0,BUILTINSXP,11,3,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
547,getconst,do_getconst,src/main/eval.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
548,enableJIT,do_enablejit,src/main/eval.c,0,BUILTINSXP,11,1,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
549,compilePKGS,do_compilepkgs,src/main/eval.c,0,BUILTINSXP,11,1,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
550,setNumMathThreads,do_setnumthreads,src/main/eval.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
